menu_id,restaurant_id,item_name,price,veg
121,7,Idli Sambar,384,No
122,7,Chicken Biryani,336,Yes
123,7,Pav Bhaji,371,Yes
124,7,Manchurian,183,Yes
125,7,Masala Dosa,283,Yes
126,7,Veg Biryani,149,Yes
127,7,Cold Coffee,149,No
128,7,Jeera Rice,337,No
129,7,Burger,122,No
130,7,Veg Pizza,120,No
131,7,Hakka Noodles,141,Yes
132,7,Gujarati Thali,373,No
133,7,Gulab Jamun,164,No
134,7,Dal Tadka,87,Yes
135,7,Kadhi Khichdi,320,No
136,7,Paneer Butter Masala,290,Yes
137,7,Fries,168,No
138,7,Chocolate Shake,207,Yes
139,7,Paneer Tikka,333,No
140,7,Rasgulla,135,No
141,8,Cold Coffee,100,No
142,8,Paneer Butter Masala,109,No
143,8,Gujarati Thali,315,No
144,8,Veg Pizza,308,Yes
145,8,Paneer Tikka,384,Yes
146,8,Jeera Rice,363,Yes
147,8,Chocolate Shake,292,No
148,8,Pav Bhaji,123,No
149,8,Gulab Jamun,149,Yes
150,8,Masala Dosa,234,No
151,8,Dal Tadka,104,No
152,8,Fries,173,No
153,8,Butter Naan,264,No
154,8,Idli Sambar,334,Yes
155,8,Chicken Biryani,304,Yes
156,8,Kadhi Khichdi,376,Yes
157,8,Hakka Noodles,369,No
158,8,Burger,247,No
159,8,Manchurian,214,Yes
160,8,Veg Biryani,89,Yes
161,9,Kadhi Khichdi,328,No
162,9,Cold Coffee,101,No
163,9,Veg Biryani,175,Yes
164,9,Paneer Tikka,310,Yes
165,9,Vada Pav,315,No
166,9,Manchurian,338,Yes
167,9,Idli Sambar,224,Yes
168,9,Masala Dosa,296,Yes
169,9,Rasgulla,85,No
170,9,Fries,298,No
171,9,Chocolate Shake,268,No
172,9,Dal Tadka,303,No
173,9,Butter Naan,140,No
174,9,Pav Bhaji,204,Yes
175,9,Gulab Jamun,338,No
176,9,Gujarati Thali,125,No
177,9,Burger,172,Yes
178,9,Veg Pizza,193,No
179,9,Chicken Biryani,81,Yes
180,9,Paneer Butter Masala,319,Yes
181,10,Veg Pizza,387,No
182,10,Masala Dosa,246,Yes
183,10,Vada Pav,280,Yes
184,10,Chicken Biryani,186,No
185,10,Paneer Butter Masala,233,Yes
186,10,Veg Biryani,199,Yes
187,10,Dal Tadka,97,Yes
188,10,Gujarati Thali,252,Yes
189,10,Idli Sambar,389,No
190,10,Chocolate Shake,389,No
191,10,Gulab Jamun,249,No
192,10,Butter Naan,346,No
193,10,Paneer Tikka,158,Yes
194,10,Burger,181,Yes
195,10,Jeera Rice,197,No
196,10,Cold Coffee,180,Yes
197,10,Hakka Noodles,214,No
198,10,Manchurian,288,No
199,10,Fries,272,No
200,10,Pav Bhaji,122,Yes
201,11,Gulab Jamun,85,Yes
202,11,Kadhi Khichdi,297,No
203,11,Manchurian,145,Yes
204,11,Butter Naan,105,Yes
205,11,Idli Sambar,314,Yes
206,11,Hakka Noodles,185,Yes
207,11,Rasgulla,397,No
208,11,Dal Tadka,375,Yes
209,11,Veg Pizza,101,No
210,11,Masala Dosa,184,No
211,11,Chocolate Shake,105,No
212,11,Pav Bhaji,314,No
213,11,Vada Pav,98,Yes
214,11,Paneer Butter Masala,282,No
215,11,Gujarati Thali,265,No
216,11,Fries,304,Yes
217,11,Veg Biryani,88,No
218,11,Cold Coffee,287,No
219,11,Paneer Tikka,183,Yes
220,11,Jeera Rice,140,Yes
221,12,Veg Pizza,129,Yes
222,12,Dal Tadka,226,Yes
223,12,Paneer Butter Masala,301,No
224,12,Butter Naan,110,No
225,12,Vada Pav,173,Yes
226,12,Gulab Jamun,273,Yes
227,12,Rasgulla,113,No
228,12,Jeera Rice,145,Yes
229,12,Hakka Noodles,275,Yes
230,12,Veg Biryani,285,Yes
231,12,Chocolate Shake,299,Yes
232,12,Kadhi Khichdi,354,No
233,12,Masala Dosa,375,Yes
234,12,Burger,190,Yes
235,12,Idli Sambar,155,No
236,12,Cold Coffee,191,Yes
237,12,Manchurian,144,No
238,12,Chicken Biryani,317,Yes
239,12,Fries,152,Yes
240,12,Paneer Tikka,96,No
241,13,Manchurian,107,Yes
242,13,Paneer Butter Masala,238,Yes
243,13,Dal Tadka,339,Yes
244,13,Idli Sambar,163,Yes
245,13,Veg Biryani,309,Yes
246,13,Veg Pizza,198,No
247,13,Burger,207,Yes
248,13,Chicken Biryani,112,No
249,13,Hakka Noodles,313,Yes
250,13,Cold Coffee,313,Yes
251,13,Butter Naan,129,Yes
252,13,Rasgulla,238,No
253,13,Pav Bhaji,340,Yes
254,13,Masala Dosa,332,Yes
255,13,Kadhi Khichdi,112,No
256,13,Fries,366,No
257,13,Jeera Rice,377,Yes
258,13,Gujarati Thali,369,No
259,13,Gulab Jamun,305,No
260,13,Paneer Tikka,111,Yes
261,14,Fries,377,Yes
262,14,Butter Naan,346,Yes
263,14,Gulab Jamun,213,Yes
264,14,Jeera Rice,88,Yes
265,14,Burger,204,No
266,14,Hakka Noodles,225,No
267,14,Vada Pav,241,Yes
268,14,Paneer Tikka,130,Yes
269,14,Dal Tadka,176,No
270,14,Veg Pizza,118,No
271,14,Paneer Butter Masala,326,Yes
272,14,Gujarati Thali,397,No
273,14,Masala Dosa,170,No
274,14,Pav Bhaji,319,Yes
275,14,Chicken Biryani,81,No
276,14,Rasgulla,252,Yes
277,14,Manchurian,125,No
278,14,Cold Coffee,325,No
279,14,Kadhi Khichdi,382,Yes
280,14,Idli Sambar,185,Yes
281,15,Butter Naan,156,No
282,15,Pav Bhaji,81,No
283,15,Paneer Tikka,275,No
284,15,Cold Coffee,299,No
285,15,Chicken Biryani,346,Yes
286,15,Veg Pizza,341,No
287,15,Veg Biryani,202,No
288,15,Idli Sambar,93,No
289,15,Chocolate Shake,91,No
290,15,Fries,383,Yes
291,15,Gujarati Thali,254,Yes
292,15,Paneer Butter Masala,348,No
293,15,Vada Pav,237,Yes
294,15,Gulab Jamun,127,No
295,15,Rasgulla,393,Yes
296,15,Jeera Rice,234,Yes
297,15,Burger,216,No
298,15,Dal Tadka,118,Yes
299,15,Masala Dosa,191,Yes
300,15,Hakka Noodles,295,No
301,16,Dal Tadka,280,Yes
302,16,Cold Coffee,314,Yes
303,16,Kadhi Khichdi,300,Yes
304,16,Rasgulla,249,Yes
305,16,Burger,106,Yes
306,16,Chocolate Shake,281,No
307,16,Hakka Noodles,119,Yes
308,16,Paneer Butter Masala,395,No
309,16,Butter Naan,129,No
310,16,Jeera Rice,385,Yes
311,16,Masala Dosa,126,Yes
312,16,Paneer Tikka,238,No
313,16,Idli Sambar,312,Yes
314,16,Veg Pizza,332,No
315,16,Fries,92,Yes
316,16,Manchurian,337,No
317,16,Veg Biryani,113,No
318,16,Vada Pav,351,No
319,16,Pav Bhaji,219,No
320,16,Gulab Jamun,383,Yes
321,17,Veg Biryani,286,No
322,17,Cold Coffee,169,Yes
323,17,Paneer Butter Masala,261,Yes
324,17,Butter Naan,350,No
325,17,Masala Dosa,127,No
326,17,Hakka Noodles,361,Yes
327,17,Kadhi Khichdi,180,No
328,17,Paneer Tikka,80,Yes
329,17,Pav Bhaji,110,No
330,17,Veg Pizza,244,No
331,17,Chocolate Shake,382,Yes
332,17,Vada Pav,84,Yes
333,17,Chicken Biryani,290,Yes
334,17,Idli Sambar,169,Yes
335,17,Jeera Rice,118,Yes
336,17,Fries,389,Yes
337,17,Dal Tadka,148,No
338,17,Burger,88,No
339,17,Manchurian,167,No
340,17,Gulab Jamun,93,No
341,18,Jeera Rice,250,Yes
342,18,Veg Biryani,169,Yes
343,18,Chocolate Shake,126,No
344,18,Idli Sambar,281,Yes
345,18,Fries,108,No
346,18,Vada Pav,256,No
347,18,Chicken Biryani,310,No
348,18,Burger,104,No
349,18,Masala Dosa,196,Yes
350,18,Dal Tadka,394,No
351,18,Pav Bhaji,278,Yes
352,18,Hakka Noodles,399,No
353,18,Paneer Tikka,156,Yes
354,18,Manchurian,377,Yes
355,18,Rasgulla,183,No
356,18,Paneer Butter Masala,269,Yes
357,18,Butter Naan,108,Yes
358,18,Kadhi Khichdi,380,Yes
359,18,Cold Coffee,387,Yes
360,18,Gujarati Thali,139,No
361,19,Kadhi Khichdi,132,No
362,19,Fries,257,No
363,19,Butter Naan,182,No
364,19,Gujarati Thali,166,No
365,19,Dal Tadka,158,No
366,19,Gulab Jamun,162,Yes
367,19,Jeera Rice,196,No
368,19,Masala Dosa,367,No
369,19,Idli Sambar,363,No
370,19,Manchurian,127,Yes
371,19,Cold Coffee,214,Yes
372,19,Pav Bhaji,385,Yes
373,19,Hakka Noodles,288,Yes
374,19,Veg Biryani,177,No
375,19,Veg Pizza,89,No
376,19,Chocolate Shake,169,Yes
377,19,Paneer Tikka,192,No
378,19,Vada Pav,247,No
379,19,Rasgulla,292,Yes
380,19,Burger,127,No
381,20,Idli Sambar,152,No
382,20,Masala Dosa,366,Yes
383,20,Dal Tadka,168,No
384,20,Gulab Jamun,81,Yes
385,20,Kadhi Khichdi,298,Yes
386,20,Cold Coffee,320,No
387,20,Butter Naan,297,No
388,20,Veg Biryani,210,No
389,20,Vada Pav,97,No
390,20,Paneer Butter Masala,225,No
391,20,Fries,173,No
392,20,Paneer Tikka,150,No
393,20,Veg Pizza,114,No
394,20,Gujarati Thali,323,Yes
395,20,Burger,345,No
396,20,Jeera Rice,230,No
397,20,Pav Bhaji,270,Yes
398,20,Manchurian,326,No
399,20,Chicken Biryani,136,Yes
400,20,Rasgulla,220,No
401,21,Chocolate Shake,378,Yes
402,21,Paneer Butter Masala,113,No
403,21,Gulab Jamun,262,Yes
404,21,Rasgulla,330,No
405,21,Idli Sambar,385,No
406,21,Cold Coffee,103,Yes
407,21,Butter Naan,301,No
408,21,Veg Pizza,107,No
409,21,Jeera Rice,104,No
410,21,Fries,259,No
411,21,Chicken Biryani,261,Yes
412,21,Dal Tadka,315,No
413,21,Burger,261,No
414,21,Pav Bhaji,285,No
415,21,Vada Pav,266,No
416,21,Kadhi Khichdi,165,No
417,21,Manchurian,324,No
418,21,Gujarati Thali,399,Yes
419,21,Masala Dosa,321,Yes
420,21,Hakka Noodles,178,Yes
421,22,Paneer Butter Masala,356,Yes
422,22,Butter Naan,260,Yes
423,22,Jeera Rice,171,Yes
424,22,Gulab Jamun,375,Yes
425,22,Dal Tadka,232,No
426,22,Fries,226,No
427,22,Paneer Tikka,355,No
428,22,Masala Dosa,383,No
429,22,Cold Coffee,252,No
430,22,Veg Pizza,318,No
431,22,Vada Pav,272,No
432,22,Manchurian,332,Yes
433,22,Hakka Noodles,330,Yes
434,22,Pav Bhaji,203,No
435,22,Rasgulla,303,Yes
436,22,Gujarati Thali,341,Yes
437,22,Kadhi Khichdi,399,No
438,22,Chocolate Shake,323,Yes
439,22,Chicken Biryani,144,Yes
440,22,Veg Biryani,270,Yes
441,23,Kadhi Khichdi,320,Yes
442,23,Chocolate Shake,123,No
443,23,Gujarati Thali,102,Yes
444,23,Gulab Jamun,374,Yes
445,23,Paneer Butter Masala,169,No
446,23,Paneer Tikka,369,Yes
447,23,Manchurian,203,No
448,23,Masala Dosa,285,No
449,23,Jeera Rice,110,Yes
450,23,Cold Coffee,149,Yes
451,23,Idli Sambar,224,Yes
452,23,Fries,114,No
453,23,Dal Tadka,187,No
454,23,Veg Pizza,100,No
455,23,Hakka Noodles,220,Yes
456,23,Pav Bhaji,329,Yes
457,23,Burger,244,No
458,23,Veg Biryani,103,Yes
459,23,Vada Pav,175,No
460,23,Chicken Biryani,150,Yes
461,24,Pav Bhaji,328,No
462,24,Rasgulla,371,Yes
463,24,Burger,255,No
464,24,Veg Pizza,313,Yes
465,24,Vada Pav,212,Yes
466,24,Dal Tadka,264,No
467,24,Gujarati Thali,159,No
468,24,Cold Coffee,240,No
469,24,Idli Sambar,336,No
470,24,Gulab Jamun,260,No
471,24,Hakka Noodles,237,No
472,24,Manchurian,344,Yes
473,24,Chocolate Shake,313,No
474,24,Jeera Rice,197,No
475,24,Paneer Butter Masala,322,No
476,24,Butter Naan,265,No
477,24,Kadhi Khichdi,231,No
478,24,Fries,245,Yes
479,24,Veg Biryani,129,Yes
480,24,Paneer Tikka,205,Yes
481,25,Veg Biryani,145,Yes
482,25,Gujarati Thali,129,No
483,25,Butter Naan,207,Yes
484,25,Idli Sambar,131,No
485,25,Chicken Biryani,113,Yes
486,25,Fries,160,No
487,25,Manchurian,99,Yes
488,25,Pav Bhaji,329,Yes
489,25,Burger,333,No
490,25,Dal Tadka,291,No
491,25,Vada Pav,393,Yes
492,25,Chocolate Shake,338,Yes
493,25,Cold Coffee,148,Yes
494,25,Kadhi Khichdi,373,No
495,25,Hakka Noodles,111,Yes
496,25,Gulab Jamun,110,No
497,25,Paneer Butter Masala,383,Yes
498,25,Paneer Tikka,94,No
499,25,Rasgulla,282,No
500,25,Veg Pizza,364,Yes
501,26,Idli Sambar,137,Yes
502,26,Butter Naan,103,No
503,26,Manchurian,162,No
504,26,Chicken Biryani,82,No
505,26,Cold Coffee,171,No
506,26,Paneer Tikka,162,No
507,26,Gujarati Thali,200,Yes
508,26,Pav Bhaji,193,No
509,26,Paneer Butter Masala,376,Yes
510,26,Dal Tadka,229,No
511,26,Rasgulla,271,Yes
512,26,Gulab Jamun,118,Yes
513,26,Jeera Rice,279,No
514,26,Chocolate Shake,372,Yes
515,26,Masala Dosa,344,No
516,26,Kadhi Khichdi,383,No
517,26,Burger,384,Yes
518,26,Fries,322,Yes
519,26,Hakka Noodles,176,Yes
520,26,Vada Pav,99,No
521,27,Jeera Rice,114,No
522,27,Chocolate Shake,151,No
523,27,Veg Biryani,231,No
524,27,Gulab Jamun,80,No
525,27,Fries,121,Yes
526,27,Paneer Tikka,268,No
527,27,Vada Pav,204,Yes
528,27,Cold Coffee,222,No
529,27,Gujarati Thali,359,Yes
530,27,Idli Sambar,108,Yes
531,27,Chicken Biryani,292,Yes
532,27,Hakka Noodles,319,Yes
533,27,Masala Dosa,255,Yes
534,27,Paneer Butter Masala,258,No
535,27,Manchurian,272,Yes
536,27,Kadhi Khichdi,358,Yes
537,27,Veg Pizza,267,Yes
538,27,Rasgulla,136,Yes
539,27,Dal Tadka,225,Yes
540,27,Burger,316,No
541,28,Chicken Biryani,347,Yes
542,28,Rasgulla,97,No
543,28,Pav Bhaji,177,Yes
544,28,Veg Pizza,310,Yes
545,28,Paneer Tikka,84,No
546,28,Manchurian,248,Yes
547,28,Jeera Rice,140,No
548,28,Hakka Noodles,191,Yes
549,28,Veg Biryani,282,Yes
550,28,Gulab Jamun,223,No
551,28,Idli Sambar,219,Yes
552,28,Butter Naan,269,No
553,28,Fries,99,No
554,28,Cold Coffee,131,Yes
555,28,Chocolate Shake,388,No
556,28,Gujarati Thali,338,No
557,28,Masala Dosa,266,Yes
558,28,Vada Pav,372,Yes
559,28,Kadhi Khichdi,226,Yes
560,28,Paneer Butter Masala,95,Yes
561,29,Burger,356,No
562,29,Manchurian,146,Yes
563,29,Paneer Tikka,234,Yes
564,29,Hakka Noodles,126,Yes
565,29,Idli Sambar,242,Yes
566,29,Dal Tadka,346,Yes
567,29,Chocolate Shake,143,Yes
568,29,Cold Coffee,285,No
569,29,Pav Bhaji,272,No
570,29,Rasgulla,362,No
571,29,Gulab Jamun,338,No
572,29,Vada Pav,274,No
573,29,Paneer Butter Masala,103,No
574,29,Butter Naan,99,No
575,29,Fries,323,No
576,29,Chicken Biryani,186,Yes
577,29,Masala Dosa,182,Yes
578,29,Veg Pizza,115,Yes
579,29,Jeera Rice,173,No
580,29,Gujarati Thali,319,Yes
581,30,Dal Tadka,199,Yes
582,30,Manchurian,188,Yes
583,30,Vada Pav,81,No
584,30,Fries,359,No
585,30,Paneer Butter Masala,130,No
586,30,Rasgulla,285,Yes
587,30,Chocolate Shake,323,No
588,30,Paneer Tikka,91,Yes
589,30,Chicken Biryani,282,Yes
590,30,Veg Biryani,108,No
591,30,Butter Naan,228,Yes
592,30,Gujarati Thali,242,Yes
593,30,Kadhi Khichdi,252,No
594,30,Jeera Rice,136,No
595,30,Burger,244,No
596,30,Hakka Noodles,120,Yes
597,30,Pav Bhaji,370,Yes
598,30,Veg Pizza,315,Yes
599,30,Gulab Jamun,102,No
600,30,Masala Dosa,216,Yes
601,31,Jeera Rice,175,Yes
602,31,Veg Biryani,125,No
603,31,Dal Tadka,162,Yes
604,31,Burger,192,No
605,31,Fries,394,No
606,31,Manchurian,167,No
607,31,Kadhi Khichdi,135,Yes
608,31,Butter Naan,128,No
609,31,Chocolate Shake,329,No
610,31,Hakka Noodles,230,No
611,31,Paneer Tikka,188,Yes
612,31,Chicken Biryani,311,Yes
613,31,Vada Pav,201,Yes
614,31,Pav Bhaji,269,No
615,31,Gujarati Thali,361,Yes
616,31,Gulab Jamun,257,No
617,31,Rasgulla,378,Yes
618,31,Paneer Butter Masala,220,No
619,31,Cold Coffee,148,No
620,31,Veg Pizza,383,Yes
621,32,Pav Bhaji,110,No
622,32,Idli Sambar,385,Yes
623,32,Jeera Rice,319,No
624,32,Veg Pizza,199,Yes
625,32,Kadhi Khichdi,117,Yes
626,32,Gujarati Thali,131,No
627,32,Paneer Butter Masala,189,Yes
628,32,Gulab Jamun,107,No
629,32,Burger,116,No
630,32,Cold Coffee,142,Yes
631,32,Paneer Tikka,193,No
632,32,Dal Tadka,297,No
633,32,Rasgulla,87,Yes
634,32,Vada Pav,244,Yes
635,32,Butter Naan,242,Yes
636,32,Veg Biryani,315,Yes
637,32,Hakka Noodles,295,Yes
638,32,Chocolate Shake,123,No
639,32,Chicken Biryani,106,No
640,32,Fries,367,Yes
641,33,Paneer Tikka,291,Yes
642,33,Chicken Biryani,268,Yes
643,33,Idli Sambar,237,Yes
644,33,Burger,339,No
645,33,Masala Dosa,166,Yes
646,33,Cold Coffee,86,Yes
647,33,Hakka Noodles,215,Yes
648,33,Veg Pizza,311,No
649,33,Dal Tadka,157,No
650,33,Gulab Jamun,172,Yes
651,33,Rasgulla,158,No
652,33,Vada Pav,281,No
653,33,Fries,176,No
654,33,Kadhi Khichdi,154,Yes
655,33,Pav Bhaji,333,No
656,33,Gujarati Thali,238,No
657,33,Paneer Butter Masala,207,Yes
658,33,Manchurian,128,Yes
659,33,Butter Naan,198,Yes
660,33,Jeera Rice,276,Yes
661,34,Chocolate Shake,356,Yes
662,34,Dal Tadka,144,No
663,34,Gujarati Thali,236,No
664,34,Veg Pizza,85,No
665,34,Vada Pav,217,Yes
666,34,Manchurian,262,No
667,34,Cold Coffee,212,Yes
668,34,Jeera Rice,197,No
669,34,Burger,273,No
670,34,Kadhi Khichdi,156,Yes
671,34,Rasgulla,194,No
672,34,Gulab Jamun,275,No
673,34,Chicken Biryani,290,Yes
674,34,Pav Bhaji,392,Yes
675,34,Hakka Noodles,115,No
676,34,Paneer Tikka,204,Yes
677,34,Paneer Butter Masala,97,Yes
678,34,Fries,358,Yes
679,34,Idli Sambar,294,No
680,34,Butter Naan,293,Yes
681,35,Paneer Butter Masala,306,Yes
682,35,Kadhi Khichdi,349,No
683,35,Veg Biryani,392,No
684,35,Pav Bhaji,317,No
685,35,Gujarati Thali,175,No
686,35,Burger,365,Yes
687,35,Butter Naan,398,Yes
688,35,Jeera Rice,336,No
689,35,Chocolate Shake,147,Yes
690,35,Masala Dosa,372,Yes
691,35,Veg Pizza,107,Yes
692,35,Chicken Biryani,168,No
693,35,Manchurian,219,No
694,35,Cold Coffee,181,No
695,35,Fries,399,No
696,35,Paneer Tikka,360,No
697,35,Hakka Noodles,391,No
698,35,Vada Pav,333,No
699,35,Rasgulla,356,Yes
700,35,Idli Sambar,323,No
701,36,Butter Naan,99,Yes
702,36,Hakka Noodles,335,Yes
703,36,Veg Biryani,265,No
704,36,Manchurian,148,Yes
705,36,Cold Coffee,242,No
706,36,Burger,303,No
707,36,Rasgulla,136,Yes
708,36,Jeera Rice,221,Yes
709,36,Paneer Butter Masala,252,Yes
710,36,Masala Dosa,104,No
711,36,Vada Pav,95,No
712,36,Chicken Biryani,367,No
713,36,Kadhi Khichdi,391,No
714,36,Veg Pizza,223,No
715,36,Paneer Tikka,328,No
716,36,Chocolate Shake,222,No
717,36,Fries,391,No
718,36,Gujarati Thali,317,Yes
719,36,Pav Bhaji,168,No
720,36,Dal Tadka,355,No
721,37,Butter Naan,298,Yes
722,37,Dal Tadka,194,No
723,37,Kadhi Khichdi,267,No
724,37,Paneer Tikka,282,No
725,37,Paneer Butter Masala,386,Yes
726,37,Chicken Biryani,106,Yes
727,37,Gulab Jamun,247,Yes
728,37,Fries,205,Yes
729,37,Burger,314,Yes
730,37,Veg Biryani,144,No
731,37,Rasgulla,236,No
732,37,Manchurian,276,No
733,37,Veg Pizza,226,No
734,37,Pav Bhaji,186,No
735,37,Cold Coffee,379,No
736,37,Masala Dosa,332,Yes
737,37,Vada Pav,263,No
738,37,Gujarati Thali,154,Yes
739,37,Chocolate Shake,192,No
740,37,Hakka Noodles,378,No
741,38,Kadhi Khichdi,120,Yes
742,38,Paneer Butter Masala,365,No
743,38,Veg Pizza,252,No
744,38,Cold Coffee,277,No
745,38,Chicken Biryani,377,No
746,38,Dal Tadka,332,Yes
747,38,Pav Bhaji,150,No
748,38,Jeera Rice,222,Yes
749,38,Gulab Jamun,150,Yes
750,38,Hakka Noodles,276,Yes
751,38,Fries,159,No
752,38,Veg Biryani,371,No
753,38,Manchurian,332,Yes
754,38,Butter Naan,215,No
755,38,Idli Sambar,116,No
756,38,Masala Dosa,97,Yes
757,38,Gujarati Thali,213,Yes
758,38,Burger,265,No
759,38,Chocolate Shake,178,Yes
760,38,Vada Pav,350,No
761,39,Gujarati Thali,224,No
762,39,Gulab Jamun,103,No
763,39,Rasgulla,121,No
764,39,Veg Pizza,292,Yes
765,39,Pav Bhaji,130,Yes
766,39,Idli Sambar,212,No
767,39,Burger,343,Yes
768,39,Chicken Biryani,154,No
769,39,Hakka Noodles,172,Yes
770,39,Veg Biryani,188,No
771,39,Dal Tadka,304,No
772,39,Vada Pav,171,No
773,39,Chocolate Shake,229,Yes
774,39,Paneer Butter Masala,274,Yes
775,39,Masala Dosa,113,No
776,39,Kadhi Khichdi,220,Yes
777,39,Butter Naan,377,No
778,39,Paneer Tikka,341,No
779,39,Cold Coffee,349,Yes
780,39,Jeera Rice,160,No
781,40,Rasgulla,355,No
782,40,Manchurian,389,Yes
783,40,Kadhi Khichdi,142,Yes
784,40,Burger,284,Yes
785,40,Masala Dosa,121,Yes
786,40,Jeera Rice,168,Yes
787,40,Gulab Jamun,106,Yes
788,40,Vada Pav,304,Yes
789,40,Paneer Tikka,327,Yes
790,40,Hakka Noodles,204,No
791,40,Paneer Butter Masala,94,No
792,40,Cold Coffee,218,Yes
793,40,Fries,312,Yes
794,40,Butter Naan,275,No
795,40,Pav Bhaji,211,Yes
796,40,Dal Tadka,180,No
797,40,Chicken Biryani,378,No
798,40,Veg Pizza,248,No
799,40,Idli Sambar,169,No
800,40,Veg Biryani,349,No
801,41,Chicken Biryani,318,Yes
802,41,Veg Biryani,368,Yes
803,41,Rasgulla,210,Yes
804,41,Kadhi Khichdi,190,No
805,41,Dal Tadka,316,No
806,41,Butter Naan,210,Yes
807,41,Jeera Rice,364,Yes
808,41,Idli Sambar,111,No
809,41,Veg Pizza,171,Yes
810,41,Paneer Tikka,393,No
811,41,Chocolate Shake,228,Yes
812,41,Vada Pav,172,No
813,41,Cold Coffee,220,No
814,41,Pav Bhaji,82,Yes
815,41,Gujarati Thali,176,Yes
816,41,Fries,294,Yes
817,41,Paneer Butter Masala,330,Yes
818,41,Gulab Jamun,202,Yes
819,41,Manchurian,169,No
820,41,Masala Dosa,228,Yes
