restaurant_id,restaurant_name,city,cuisine,rating,delivery_time
63,Taste House,Ahmedabad,Pizza,3.7,31
64,Magic Point,Ahmedabad,Pizza,4.5,38
65,Royal House,Ahmedabad,Fast Food,4.4,41
66,Delight Kitchen,Ahmedabad,Gujarati,4.4,42
67,Taste Kitchen,Ahmedabad,South Indian,4.5,26
68,Tasty House,Ahmedabad,Street Food,4.3,44
69,Hungry Bites,Ahmedabad,Biryani,3.7,24
70,Spicy Hub,Ahmedabad,Desserts,4.4,25
71,Taste Corner,Ahmedabad,Chinese,4.0,42
72,Golden Restaurant,Ahmedabad,Fast Food,3.5,23
73,Golden Point,Ahmedabad,Biryani,3.6,37
74,Golden Hub,Ahmedabad,Street Food,4.7,48
75,Golden Hub,Ahmedabad,Street Food,4.1,47
76,Magic Hub,Ahmedabad,North Indian,3.8,25
77,Urban Cafe,Ahmedabad,Desserts,4.6,25
78,Urban Bites,Ahmedabad,Fast Food,4.8,36
79,Hungry House,Ahmedabad,Desserts,4.0,21
80,Hungry Restaurant,Ahmedabad,Desserts,4.4,22
81,Hungry Bites,Ahmedabad,South Indian,4.0,30
82,Flavors Dhaba,Ahmedabad,Pizza,4.7,36
83,Delight Bites,Ahmedabad,Burger,3.9,39
84,Taste House,Ahmedabad,Pizza,4.3,36
85,Taste Point,Ahmedabad,North Indian,4.7,25
86,Royal Cafe,Ahmedabad,Chinese,4.5,33
87,Tasty House,Ahmedabad,Gujarati,4.3,47
88,Royal Corner,Ahmedabad,Burger,4.7,23
89,Magic Cafe,Ahmedabad,Gujarati,4.1,20
90,Spicy Point,Ahmedabad,Chinese,3.8,35
91,Tasty Kitchen,Ahmedabad,North Indian,3.9,49
92,Magic Cafe,Ahmedabad,Street Food,4.1,43
93,Hungry Hub,Ahmedabad,Desserts,4.6,33
94,Delight Bites,Ahmedabad,Fast Food,4.2,32
95,Golden Dhaba,Ahmedabad,Chinese,3.5,34
96,Magic House,Ahmedabad,Desserts,4.0,35
97,Delight Restaurant,Ahmedabad,Pizza,3.8,30
98,Taste Bites,Ahmedabad,Chinese,3.7,39
99,Tasty Point,Ahmedabad,Fast Food,3.6,36
100,Delight Cafe,Ahmedabad,Gujarati,4.0,46
101,Taste Cafe,Ahmedabad,Gujarati,4.2,21
102,Golden Cafe,Ahmedabad,Street Food,4.4,49
103,Golden House,Ahmedabad,Street Food,3.6,24
104,Spicy Bites,Ahmedabad,Chinese,4.1,22
105,Royal Point,Ahmedabad,South Indian,3.7,43
106,Flavors Corner,Ahmedabad,North Indian,4.5,30
107,Hungry Restaurant,Ahmedabad,Desserts,4.9,33
108,Spicy Corner,Ahmedabad,North Indian,4.5,41
109,Tasty Dhaba,Ahmedabad,Street Food,4.1,23
110,Food Point,Ahmedabad,Pizza,3.8,30
111,Taste Restaurant,Ahmedabad,Burger,4.0,46
112,Food Hub,Ahmedabad,Pizza,3.7,38
113,Spicy Restaurant,Ahmedabad,South Indian,4.2,41
114,Taste Cafe,Ahmedabad,Pizza,4.1,48
115,Street Point,Ahmedabad,North Indian,3.7,25
116,Magic House,Ahmedabad,Biryani,4.2,31
117,Magic House,Ahmedabad,Burger,4.0,46
118,Taste Dhaba,Ahmedabad,Burger,4.4,41
119,Spicy Restaurant,Ahmedabad,Street Food,3.9,34
120,Tasty Bites,Ahmedabad,Gujarati,3.7,20
121,Urban House,Ahmedabad,Burger,4.7,40
122,Taste Cafe,Ahmedabad,North Indian,4.1,34
123,Golden Dhaba,Ahmedabad,Desserts,4.2,33
124,Royal Kitchen,Ahmedabad,South Indian,4.8,28
125,Spicy Kitchen,Ahmedabad,Chinese,4.0,48
126,Tasty Corner,Ahmedabad,Gujarati,4.8,24
127,Golden House,Ahmedabad,Biryani,4.1,21
128,Food Hub,Ahmedabad,South Indian,4.2,24
129,Taste Hub,Ahmedabad,Biryani,4.1,44
130,Hungry Kitchen,Ahmedabad,Street Food,4.6,28
131,Royal Bites,Ahmedabad,Burger,4.8,35
132,Urban Cafe,Ahmedabad,Burger,4.2,39
133,Golden Restaurant,Ahmedabad,Street Food,4.9,20
134,Royal Bites,Ahmedabad,Pizza,3.5,20
135,Street Corner,Ahmedabad,Street Food,4.1,23
136,Hungry House,Ahmedabad,South Indian,4.4,46
137,Delight Corner,Ahmedabad,South Indian,3.7,49
138,Street Hub,Ahmedabad,Street Food,3.7,47
139,Tasty Hub,Ahmedabad,Street Food,4.2,39
140,Urban Restaurant,Ahmedabad,Pizza,3.6,36
141,Royal Restaurant,Ahmedabad,Biryani,4.7,50
142,Street Kitchen,Ahmedabad,North Indian,3.5,24
143,Spicy Corner,Ahmedabad,Fast Food,4.5,37
144,Tasty Bites,Ahmedabad,Desserts,4.3,40
145,Food Kitchen,Ahmedabad,Biryani,3.9,47
146,Spicy Cafe,Ahmedabad,Chinese,4.8,37
147,Delight Kitchen,Ahmedabad,South Indian,4.8,26
148,Magic Hub,Ahmedabad,Gujarati,4.3,41
149,Tasty Corner,Ahmedabad,Fast Food,4.1,39
150,Tasty Bites,Ahmedabad,Pizza,4.5,40
151,Taste Dhaba,Ahmedabad,Biryani,4.3,35
152,Food Restaurant,Ahmedabad,Gujarati,3.9,46
153,Magic Hub,Ahmedabad,Fast Food,4.5,36
154,Tasty Cafe,Ahmedabad,Pizza,4.7,31
155,Food Hub,Ahmedabad,Desserts,4.4,29
156,Golden Corner,Ahmedabad,Biryani,4.7,39
157,Street Cafe,Ahmedabad,Biryani,4.3,22
158,Golden Kitchen,Ahmedabad,Gujarati,4.7,28
159,Flavors Corner,Ahmedabad,South Indian,4.6,29
160,Tasty Bites,Ahmedabad,Biryani,4.8,31
161,Royal Corner,Ahmedabad,Burger,4.8,46
162,Magic Hub,Ahmedabad,South Indian,4.7,44
163,Food House,Ahmedabad,Chinese,4.3,25
164,Urban Dhaba,Ahmedabad,Chinese,3.9,36
165,Hungry Bites,Ahmedabad,Desserts,4.8,47
166,Royal Cafe,Ahmedabad,Pizza,4.6,44
167,Hungry Bites,Ahmedabad,Biryani,4.3,50
168,Delight Dhaba,Ahmedabad,Chinese,3.7,48
169,Food Hub,Ahmedabad,Fast Food,4.7,20
170,Street Dhaba,Ahmedabad,Chinese,4.7,21
171,Hungry Cafe,Ahmedabad,South Indian,4.6,34
172,Spicy Kitchen,Ahmedabad,Chinese,3.6,25
173,Spicy Corner,Ahmedabad,Gujarati,4.7,35
174,Magic Point,Ahmedabad,Pizza,3.6,29
175,Royal Dhaba,Ahmedabad,North Indian,4.6,23
176,Urban Hub,Ahmedabad,Fast Food,3.5,44
177,Tasty Corner,Ahmedabad,Fast Food,3.9,20
178,Hungry Bites,Ahmedabad,Street Food,3.7,24
179,Royal Cafe,Ahmedabad,Street Food,4.5,45
180,Flavors Restaurant,Ahmedabad,Chinese,3.8,32
181,Urban House,Ahmedabad,Pizza,4.0,26
182,Tasty Restaurant,Ahmedabad,Chinese,3.9,26
183,Golden Restaurant,Ahmedabad,Burger,4.7,44
184,Urban Hub,Ahmedabad,Fast Food,4.0,23
185,Golden Hub,Ahmedabad,Fast Food,4.5,27
186,Tasty Restaurant,Ahmedabad,North Indian,4.7,50
187,Flavors Restaurant,Ahmedabad,Fast Food,3.7,31
188,Taste House,Ahmedabad,South Indian,4.0,20
189,Hungry House,Ahmedabad,North Indian,4.7,28
190,Urban Dhaba,Ahmedabad,North Indian,3.7,28
191,Delight House,Ahmedabad,Street Food,4.7,26
192,Urban Point,Ahmedabad,Burger,4.4,25
193,Taste Restaurant,Ahmedabad,Street Food,3.9,40
194,Golden Bites,Ahmedabad,Burger,4.5,29
195,Royal Bites,Ahmedabad,Fast Food,4.6,27
196,Tasty Restaurant,Ahmedabad,South Indian,4.4,43
197,Street Bites,Ahmedabad,Fast Food,3.6,24
198,Royal Kitchen,Ahmedabad,Desserts,4.9,20
199,Royal Hub,Ahmedabad,North Indian,3.7,43
200,Royal Dhaba,Ahmedabad,Pizza,4.2,23
201,Tasty Hub,Surat,Gujarati,4.1,39
202,Golden Point,Surat,Street Food,4.9,45
203,Flavors Bites,Surat,Fast Food,3.6,44
204,Food Corner,Surat,South Indian,4.7,50
205,Urban Dhaba,Surat,Street Food,4.1,23
206,Spicy Bites,Surat,Gujarati,4.6,36
207,Taste Kitchen,Surat,Street Food,3.7,31
208,Food House,Surat,North Indian,4.1,28
209,Spicy Restaurant,Surat,South Indian,4.3,25
210,Tasty Restaurant,Surat,Desserts,4.8,27
211,Delight Kitchen,Surat,Fast Food,4.3,37
212,Taste Hub,Surat,Burger,4.6,24
213,Urban Kitchen,Surat,South Indian,4.1,40
214,Food Hub,Surat,South Indian,4.8,48
215,Spicy Restaurant,Surat,North Indian,3.6,50
216,Flavors Point,Surat,Burger,4.6,43
217,Street Kitchen,Surat,Biryani,4.1,41
218,Hungry Corner,Surat,Burger,3.9,46
219,Taste Corner,Surat,Pizza,3.6,42
220,Taste Corner,Surat,North Indian,4.4,33
221,Royal Hub,Surat,Burger,4.5,25
222,Street Bites,Surat,Desserts,4.9,45
223,Hungry Dhaba,Surat,Chinese,4.4,37
224,Magic Corner,Surat,Fast Food,4.6,38
225,Tasty Hub,Surat,North Indian,4.4,33
226,Hungry Dhaba,Surat,Desserts,4.1,39
227,Flavors Restaurant,Surat,Burger,3.5,44
228,Flavors Hub,Surat,North Indian,4.6,50
229,Street Restaurant,Surat,North Indian,4.2,27
230,Flavors House,Surat,Pizza,3.6,26
231,Urban House,Surat,Biryani,4.3,26
232,Golden House,Surat,Gujarati,3.9,48
233,Street Cafe,Surat,Chinese,4.6,40
234,Delight Point,Surat,Chinese,4.2,30
235,Spicy Bites,Surat,Chinese,4.2,47
236,Magic Dhaba,Surat,South Indian,3.6,30
237,Flavors Dhaba,Surat,Biryani,4.8,39
238,Magic House,Surat,South Indian,4.3,28
239,Taste Cafe,Surat,Pizza,3.9,25
240,Golden Cafe,Surat,Street Food,4.7,36
241,Hungry Corner,Surat,Chinese,4.5,29
242,Flavors Cafe,Surat,Desserts,4.8,45
243,Golden Restaurant,Surat,Chinese,4.2,40
244,Food Hub,Surat,Desserts,4.7,33
245,Food Kitchen,Surat,Pizza,3.9,23
246,Magic Point,Surat,South Indian,4.7,37
247,Spicy House,Surat,Burger,3.8,33
248,Spicy Point,Surat,North Indian,4.7,47
249,Magic Restaurant,Surat,Gujarati,3.7,27
250,Flavors Restaurant,Surat,Biryani,4.0,42
251,Flavors Dhaba,Surat,South Indian,3.8,31
252,Delight Restaurant,Surat,Pizza,4.0,33
253,Delight Bites,Surat,Biryani,3.9,24
254,Street Bites,Surat,North Indian,3.7,34
255,Spicy House,Surat,Fast Food,4.0,38
256,Delight Kitchen,Surat,North Indian,4.7,28
257,Street Cafe,Surat,Pizza,4.7,34
258,Golden Restaurant,Surat,Fast Food,4.7,32
259,Food Restaurant,Surat,Gujarati,3.7,21
260,Spicy Restaurant,Surat,North Indian,4.1,31
261,Royal Bites,Surat,Biryani,3.6,35
262,Spicy Kitchen,Surat,Street Food,4.6,24
263,Spicy Cafe,Surat,Chinese,4.8,43
264,Golden Corner,Surat,Desserts,4.5,42
265,Tasty House,Surat,North Indian,4.6,28
266,Golden Bites,Surat,Gujarati,3.6,42
267,Royal Hub,Surat,Desserts,3.7,30
268,Flavors Cafe,Surat,Gujarati,4.3,21
269,Taste Bites,Surat,Biryani,3.8,46
270,Flavors Point,Surat,Pizza,3.7,47
271,Food Corner,Surat,Desserts,4.1,37
272,Taste Kitchen,Surat,Street Food,4.5,25
273,Food Corner,Surat,Chinese,3.7,47
274,Street House,Surat,Pizza,3.8,27
275,Street Bites,Surat,Gujarati,4.6,48
276,Spicy Kitchen,Surat,Desserts,3.9,44
277,Taste Kitchen,Surat,South Indian,3.5,36
278,Hungry Restaurant,Surat,South Indian,4.1,33
279,Tasty Hub,Surat,Chinese,3.7,20
280,Flavors Point,Surat,Desserts,4.2,38
281,Delight Dhaba,Surat,Fast Food,3.8,25
282,Tasty Corner,Surat,Biryani,4.1,32
283,Taste Restaurant,Surat,North Indian,4.8,39
284,Tasty House,Surat,Biryani,4.5,25
285,Flavors Kitchen,Surat,Gujarati,3.8,22
286,Flavors Restaurant,Surat,Chinese,4.2,50
287,Street Bites,Surat,Gujarati,3.7,24
288,Food Bites,Surat,Street Food,4.0,43
289,Royal Point,Surat,North Indian,4.4,30
290,Delight Point,Surat,Street Food,4.8,25
291,Food House,Surat,Chinese,4.1,27
292,Spicy Kitchen,Surat,Street Food,3.5,26
293,Royal Cafe,Surat,Chinese,4.8,27
294,Flavors Hub,Surat,North Indian,4.8,47
295,Delight Point,Surat,Desserts,4.8,45
296,Tasty House,Surat,Desserts,3.7,26
297,Food Dhaba,Surat,Desserts,4.1,43
298,Flavors Dhaba,Surat,North Indian,3.5,42
299,Taste Bites,Surat,South Indian,4.3,21
300,Taste Dhaba,Surat,Desserts,4.7,39
301,Flavors Restaurant,Surat,Desserts,3.7,31
302,Tasty Kitchen,Surat,Pizza,4.9,40
303,Golden House,Surat,Street Food,4.2,30
304,Hungry House,Surat,Fast Food,3.6,46
305,Street Dhaba,Surat,Gujarati,3.6,29
306,Flavors Dhaba,Surat,Burger,4.4,34
307,Urban Point,Surat,North Indian,3.6,45
308,Street Cafe,Surat,North Indian,4.1,50
309,Spicy Point,Surat,Biryani,4.2,37
310,Golden Corner,Surat,Burger,3.9,49
311,Street Corner,Surat,Pizza,4.9,43
312,Street House,Surat,South Indian,3.7,46
313,Tasty Cafe,Surat,South Indian,4.7,29
314,Magic Cafe,Surat,Street Food,4.3,38
315,Tasty House,Surat,South Indian,4.2,26
316,Street House,Surat,Street Food,4.4,21
317,Taste Bites,Surat,Burger,3.9,31
318,Golden Corner,Surat,South Indian,3.7,49
319,Spicy Kitchen,Surat,Biryani,4.0,45
320,Hungry Corner,Surat,North Indian,3.9,28
321,Flavors Point,Surat,Burger,4.7,39
322,Taste Corner,Surat,Chinese,3.9,46
323,Hungry House,Surat,Biryani,3.9,23
324,Tasty House,Surat,Desserts,3.7,40
325,Royal Kitchen,Surat,Biryani,4.3,26
326,Food Bites,Surat,Pizza,3.7,38
327,Hungry Corner,Surat,Street Food,4.2,49
328,Food Bites,Surat,Desserts,4.7,33
329,Magic Corner,Surat,Street Food,3.8,47
330,Golden Restaurant,Surat,Biryani,4.7,26
331,Golden Kitchen,Surat,South Indian,3.7,47
332,Street Cafe,Surat,Street Food,4.3,48
333,Spicy Corner,Surat,South Indian,3.6,35
334,Magic Corner,Surat,Street Food,4.6,39
335,Delight Cafe,Surat,Desserts,4.8,44
336,Tasty House,Surat,North Indian,3.5,20
337,Urban Dhaba,Surat,Desserts,3.7,26
338,Spicy Point,Surat,Pizza,4.8,29
339,Street Cafe,Surat,Biryani,4.4,32
340,Taste Hub,Surat,Chinese,4.4,25
341,Flavors Dhaba,Surat,Fast Food,3.7,34
342,Hungry Kitchen,Surat,Desserts,4.2,42
343,Royal Hub,Surat,Biryani,4.1,42
344,Delight Kitchen,Surat,Gujarati,4.0,33
345,Delight House,Surat,South Indian,4.0,20
346,Street Corner,Surat,Street Food,4.6,50
347,Urban Point,Surat,Chinese,4.3,45
348,Royal Cafe,Surat,Pizza,4.3,49
349,Golden Bites,Surat,South Indian,4.7,28
350,Urban Kitchen,Surat,Chinese,4.6,21
351,Food Point,Surat,Fast Food,3.7,40
352,Hungry Restaurant,Surat,Burger,4.6,33
353,Urban Restaurant,Surat,Pizza,4.5,32
354,Royal Corner,Surat,Gujarati,4.1,37
355,Tasty Point,Surat,Fast Food,3.7,29
356,Food Bites,Surat,Street Food,3.6,34
357,Hungry Cafe,Surat,Chinese,3.8,20
358,Food Cafe,Surat,South Indian,4.6,30
359,Spicy Point,Surat,Pizza,3.8,40
360,Magic Point,Surat,North Indian,4.4,31
361,Food Bites,Surat,South Indian,4.2,48
362,Delight Corner,Surat,Gujarati,4.8,42
363,Magic Kitchen,Surat,Gujarati,4.3,50
364,Delight Corner,Surat,Chinese,4.3,27
365,Spicy Kitchen,Surat,Biryani,4.8,26
366,Spicy House,Surat,Burger,3.8,23
367,Food Hub,Surat,Chinese,3.9,44
368,Royal House,Surat,Gujarati,4.6,38
369,Delight Dhaba,Surat,Gujarati,4.1,34
370,Golden Cafe,Surat,South Indian,4.8,49
371,Street Dhaba,Surat,Street Food,4.5,44
372,Delight House,Surat,Pizza,3.6,43
373,Magic Point,Surat,North Indian,3.9,20
374,Food House,Surat,South Indian,4.2,25
375,Delight Cafe,Surat,Desserts,4.8,30
376,Taste Point,Surat,Desserts,3.8,39
377,Urban Point,Surat,North Indian,3.5,40
378,Taste Bites,Surat,Biryani,4.4,44
379,Urban Corner,Surat,Biryani,4.0,29
380,Spicy Bites,Surat,Biryani,3.8,45
381,Taste Bites,Surat,South Indian,4.0,35
382,Flavors House,Surat,Chinese,4.3,39
383,Food Corner,Surat,Gujarati,4.1,30
384,Street Point,Surat,Desserts,3.9,36
385,Royal Cafe,Surat,South Indian,4.2,41
386,Tasty Hub,Surat,Gujarati,3.9,23
387,Taste Dhaba,Surat,Burger,3.7,48
388,Delight Restaurant,Surat,Burger,4.5,22
389,Urban Kitchen,Surat,Desserts,4.3,34
390,Royal Dhaba,Surat,Chinese,4.6,38
391,Urban House,Surat,Burger,3.6,37
392,Golden Kitchen,Surat,North Indian,4.5,35
393,Golden Corner,Surat,Chinese,4.6,41
394,Food Dhaba,Surat,Gujarati,4.4,29
395,Urban Cafe,Surat,Biryani,4.6,40
396,Royal Cafe,Surat,Desserts,4.6,26
397,Food Hub,Surat,Biryani,4.6,49
398,Food Corner,Surat,Desserts,4.2,28
399,Delight Kitchen,Surat,Street Food,4.4,27
400,Food Point,Surat,Biryani,4.0,49
401,Magic Bites,Vadodara,Burger,4.9,50
402,Delight Dhaba,Vadodara,Fast Food,4.9,48
403,Golden Corner,Vadodara,Fast Food,4.5,41
404,Tasty Bites,Vadodara,Street Food,4.8,36
405,Tasty House,Vadodara,Gujarati,4.8,32
406,Royal Cafe,Vadodara,Burger,4.0,32
407,Taste Restaurant,Vadodara,Desserts,4.5,22
408,Urban Dhaba,Vadodara,Fast Food,4.5,25
409,Urban House,Vadodara,Burger,3.9,27
410,Food Hub,Vadodara,Desserts,4.8,24
411,Taste Kitchen,Vadodara,Pizza,4.1,36
412,Food Bites,Vadodara,Desserts,3.5,40
413,Street Corner,Vadodara,Biryani,3.5,26
414,Taste Restaurant,Vadodara,Chinese,4.3,39
415,Spicy Point,Vadodara,North Indian,4.6,20
416,Delight Point,Vadodara,South Indian,4.6,33
417,Spicy Dhaba,Vadodara,Street Food,4.0,32
418,Urban Point,Vadodara,Gujarati,4.1,42
419,Spicy Corner,Vadodara,Street Food,4.8,48
420,Urban Corner,Vadodara,Desserts,3.8,37
421,Golden Dhaba,Vadodara,Biryani,4.8,24
422,Delight Dhaba,Vadodara,Desserts,4.3,42
423,Delight Point,Vadodara,Desserts,4.5,49
424,Royal Cafe,Vadodara,Pizza,4.5,27
425,Golden Corner,Vadodara,Chinese,4.5,40
426,Spicy Restaurant,Vadodara,Biryani,3.9,49
427,Food Restaurant,Vadodara,Desserts,4.1,49
428,Hungry Hub,Vadodara,Pizza,3.6,48
429,Spicy House,Vadodara,Biryani,4.5,37
430,Flavors Restaurant,Vadodara,Desserts,4.3,48
431,Hungry Cafe,Vadodara,Burger,4.5,20
432,Magic House,Vadodara,Fast Food,4.0,20
433,Magic Point,Vadodara,Gujarati,4.3,36
434,Golden Cafe,Vadodara,Chinese,4.1,30
435,Golden Hub,Vadodara,Burger,3.6,34
436,Flavors Bites,Vadodara,Pizza,4.7,45
437,Royal Kitchen,Vadodara,Pizza,4.0,24
438,Magic Cafe,Vadodara,Biryani,4.7,31
439,Magic House,Vadodara,Pizza,4.8,30
440,Golden House,Vadodara,Desserts,4.6,20
441,Flavors Hub,Vadodara,Gujarati,4.7,23
442,Hungry Corner,Vadodara,Chinese,4.8,49
443,Delight Cafe,Vadodara,Chinese,4.7,34
444,Urban Corner,Vadodara,Street Food,4.7,42
445,Spicy Hub,Vadodara,Chinese,4.1,20
446,Food Hub,Vadodara,Burger,4.0,21
447,Flavors Hub,Vadodara,Burger,4.2,34
448,Street Restaurant,Vadodara,Biryani,3.7,36
449,Flavors Point,Vadodara,Chinese,4.7,50
450,Flavors Restaurant,Vadodara,Burger,4.3,30
451,Magic Hub,Vadodara,Biryani,4.2,31
452,Street House,Vadodara,Gujarati,3.8,24
453,Spicy Point,Vadodara,Pizza,4.1,46
454,Royal House,Vadodara,North Indian,4.3,32
455,Delight Hub,Vadodara,Gujarati,3.7,36
456,Golden Corner,Vadodara,Burger,4.3,22
457,Hungry Corner,Vadodara,Biryani,4.1,26
458,Tasty Bites,Vadodara,Street Food,4.0,40
459,Urban Dhaba,Vadodara,Fast Food,4.7,43
460,Royal House,Vadodara,Chinese,4.2,20
461,Spicy Cafe,Vadodara,Biryani,4.1,48
462,Delight Corner,Vadodara,Gujarati,4.0,48
463,Hungry House,Vadodara,Desserts,4.7,50
464,Magic Hub,Vadodara,Pizza,4.7,44
465,Flavors Kitchen,Vadodara,North Indian,4.2,50
466,Royal Bites,Vadodara,Pizza,4.7,24
467,Magic Point,Vadodara,Burger,4.8,45
468,Taste Dhaba,Vadodara,South Indian,4.6,23
469,Royal Bites,Vadodara,Gujarati,4.1,44
470,Tasty Hub,Vadodara,Gujarati,3.6,44
471,Royal Point,Vadodara,Gujarati,4.1,34
472,Flavors Cafe,Vadodara,Biryani,4.4,20
473,Tasty Kitchen,Vadodara,Pizza,4.7,30
474,Tasty Hub,Vadodara,Street Food,4.0,39
475,Urban Cafe,Vadodara,Burger,4.3,48
476,Magic Point,Vadodara,Pizza,4.5,31
477,Golden Cafe,Vadodara,Gujarati,4.7,36
478,Food Corner,Vadodara,Biryani,3.8,20
479,Golden Point,Vadodara,Burger,4.0,27
480,Royal Cafe,Vadodara,Chinese,4.0,41
481,Royal House,Vadodara,Desserts,4.8,26
482,Flavors Hub,Vadodara,Street Food,4.2,28
483,Taste Corner,Vadodara,Pizza,4.0,30
484,Golden Corner,Vadodara,Fast Food,4.6,20
485,Urban Corner,Vadodara,Street Food,4.0,36
486,Royal Hub,Vadodara,Chinese,4.6,23
487,Hungry Point,Vadodara,Chinese,4.5,38
488,Urban House,Vadodara,Street Food,4.5,21
489,Tasty House,Vadodara,Fast Food,4.3,34
490,Flavors Corner,Vadodara,Desserts,3.7,46
491,Tasty Kitchen,Vadodara,Street Food,4.4,45
492,Delight Hub,Vadodara,Gujarati,4.6,40
493,Urban Corner,Vadodara,North Indian,4.5,40
494,Royal Corner,Vadodara,North Indian,4.9,49
495,Hungry Corner,Vadodara,Pizza,3.5,48
496,Delight Bites,Vadodara,Biryani,4.9,29
497,Spicy Hub,Vadodara,Pizza,3.8,45
498,Food Dhaba,Vadodara,South Indian,3.7,47
499,Street Corner,Vadodara,Pizza,4.0,47
500,Tasty House,Vadodara,South Indian,4.4,27
501,Magic House,Vadodara,Burger,4.8,28
502,Hungry House,Vadodara,Gujarati,3.9,26
503,Golden Hub,Vadodara,Pizza,4.9,22
504,Tasty Bites,Vadodara,Chinese,4.0,38
505,Hungry Hub,Vadodara,Biryani,3.9,48
506,Delight Cafe,Vadodara,Biryani,4.6,34
507,Food Dhaba,Vadodara,North Indian,4.3,26
508,Royal Dhaba,Vadodara,Fast Food,3.9,29
509,Royal Cafe,Vadodara,North Indian,3.6,45
510,Tasty Bites,Vadodara,Pizza,4.4,40
511,Golden Dhaba,Vadodara,North Indian,4.8,25
512,Taste Point,Vadodara,Pizza,3.6,47
513,Hungry Cafe,Vadodara,North Indian,4.1,22
514,Urban Cafe,Vadodara,Pizza,3.8,34
515,Urban Cafe,Vadodara,Chinese,3.9,43
516,Royal Hub,Vadodara,Gujarati,3.7,47
517,Urban Dhaba,Vadodara,South Indian,4.3,22
518,Urban Kitchen,Vadodara,Desserts,3.7,42
519,Hungry Restaurant,Vadodara,Fast Food,4.5,24
520,Taste Kitchen,Vadodara,Street Food,3.6,46
521,Hungry Kitchen,Vadodara,Street Food,3.7,43
522,Urban Point,Vadodara,Biryani,4.5,32
523,Spicy House,Vadodara,Burger,3.7,21
524,Magic Dhaba,Vadodara,Burger,3.9,34
